item_id,timestamp,product_price,product_stock_level
PROD776,2019-01-25,65.5,13
PROD777,2019-01-29,6.6,64
PROD778,2019-01-30,5.9,87
PROD779,2019-02-06,16.8,73
PROD780,2019-02-06,47.9,38
PROD781,2019-02-07,83.6,35
PROD782,2019-02-08,35.9,71
PROD783,2019-02-12,57.4,13
PROD784,2019-02-23,86.0,26
PROD785,2019-02-25,39.2,22
PROD786,2019-02-27,13.9,14
PROD787,2019-03-07,79.6,94
PROD788,2019-03-07,54.4,44
PROD789,2019-03-08,14.2,81
PROD790,2019-03-08,61.2,84
PROD791,2019-03-11,97.8,47
PROD792,2019-03-12,49.3,40
PROD793,2019-03-12,45.8,64
PROD794,2019-03-13,35.7,92
PROD795,2019-03-19,31.7,67
PROD796,2019-03-22,19.9,13
PROD797,2019-04-01,67.9,38
PROD798,2019-04-09,62.0,43
PROD799,2019-04-09,36.4,18
PROD800,2019-04-19,11.3,5
PROD801,2019-04-21,63.4,51
PROD802,2019-04-29,71.9,81
PROD803,2019-05-03,88.3,1
PROD804,2019-05-03,8.2,72
PROD805,2019-05-06,29.3,34
PROD806,2019-05-08,62.2,66
PROD807,2019-05-11,43.8,86
PROD808,2019-05-14,58.8,32
PROD809,2019-05-16,68.2,46
PROD810,2019-05-17,81.6,3
PROD811,2019-05-17,45.3,64
PROD812,2019-05-18,92.7,18
PROD813,2019-05-19,78.1,80
PROD814,2019-05-27,34.4,2
PROD815,2019-06-02,58.1,23
PROD816,2019-06-11,76.8,98
PROD817,2019-06-17,24.1,76
PROD818,2019-06-20,42.4,12
PROD819,2019-06-20,63.5,57
PROD820,2019-07-03,70.6,5
PROD821,2019-07-14,76.9,28
PROD822,2019-07-18,32.4,62
PROD823,2019-07-19,69.6,11
PROD824,2019-08-04,47.1,82
PROD825,2019-08-05,26.0,39
PROD826,2019-08-07,26.0,5
PROD827,2019-08-08,99.7,95
PROD828,2019-08-15,68.4,67
PROD829,2019-08-17,18.5,7
PROD830,2019-08-21,24.9,18
PROD831,2019-08-21,93.2,62
PROD832,2019-09-01,59.4,41
PROD833,2019-09-05,33.0,51
PROD834,2019-09-06,68.7,64
PROD835,2019-09-07,16.8,47
PROD836,2019-09-12,2.1,78
PROD837,2019-09-13,56.1,44
PROD838,2019-09-18,13.0,25
PROD839,2019-09-19,44.1,2
PROD840,2019-09-19,23.1,40
PROD841,2019-09-26,54.4,78
PROD842,2019-09-28,89.0,73
PROD843,2019-10-01,77.8,35
PROD844,2019-10-04,99.7,25
PROD845,2019-10-04,44.2,11
PROD846,2019-10-09,45.2,34
PROD847,2019-10-10,41.4,1
PROD848,2019-10-15,2.0,17
PROD849,2019-10-21,38.1,73
PROD850,2019-10-24,53.6,27
PROD851,2019-10-31,51.1,81
PROD852,2019-11-02,69.5,66
PROD853,2019-11-08,59.0,60
PROD854,2019-11-15,71.6,29
PROD855,2019-11-19,45.7,45
PROD856,2019-11-21,72.1,71
PROD857,2019-11-23,63.7,37
PROD858,2019-11-26,85.1,48
PROD859,2019-12-03,94.6,13
PROD860,2019-12-06,31.4,34
PROD861,2019-12-07,66.2,80
PROD862,2019-12-11,79.1,56
PROD863,2019-12-13,42.7,61
PROD864,2019-12-20,42.1,21
PROD865,2019-12-27,85.9,19
PROD866,2020-01-06,80.3,57
PROD867,2020-01-14,5.8,45
PROD868,2020-01-20,24.5,49
PROD869,2020-01-26,68.8,54
PROD870,2020-02-02,62.8,26
PROD871,2020-02-03,33.5,71
PROD872,2020-02-06,56.0,53
PROD873,2020-02-09,70.7,5
PROD874,2020-02-11,61.8,7
PROD875,2020-02-13,95.7,67
PROD876,2020-02-17,79.7,19
PROD877,2020-02-20,68.4,100
PROD878,2020-02-22,45.8,97
PROD879,2020-02-23,47.4,56
PROD880,2020-02-23,9.8,81
PROD881,2020-02-24,50.2,42
PROD882,2020-02-29,92.9,15
PROD883,2020-03-15,28.9,7
PROD884,2020-03-17,57.4,6
PROD885,2020-03-27,43.9,74
PROD886,2020-03-27,66.3,29
PROD887,2020-03-29,59.9,38
PROD888,2020-04-04,12.6,94
PROD889,2020-04-10,47.0,99
PROD890,2020-04-14,37.7,54
PROD891,2020-04-20,85.3,54
PROD892,2020-04-24,8.4,56
PROD893,2020-05-08,96.2,42
PROD894,2020-05-11,64.1,74
PROD895,2020-05-14,30.9,85
PROD896,2020-05-18,81.3,36
PROD897,2020-05-24,44.3,23
PROD898,2020-05-25,95.9,72
PROD899,2020-05-28,28.9,62
PROD900,2020-06-01,89.3,54
PROD901,2020-06-09,47.4,34
PROD902,2020-06-17,70.8,15
PROD903,2020-06-17,96.9,7
PROD904,2020-06-18,91.0,50
PROD905,2020-07-04,42.2,39
PROD906,2020-07-05,74.7,43
PROD907,2020-07-12,24.2,82
PROD908,2020-07-19,41.4,89
PROD909,2020-07-21,72.1,97
PROD910,2020-07-23,12.6,62
PROD911,2020-07-27,53.4,87
PROD912,2020-07-27,82.6,67
PROD913,2020-08-02,63.0,35
PROD914,2020-08-03,23.6,13
PROD915,2020-08-10,4.4,82
PROD916,2020-08-13,93.2,45
PROD917,2020-08-15,24.3,55
PROD918,2020-08-20,58.9,40
PROD919,2020-08-24,42.7,35
PROD920,2020-08-24,5.0,64
PROD921,2020-08-25,2.8,25
PROD922,2020-08-31,12.0,2
PROD923,2020-09-04,92.4,32
PROD924,2020-09-07,35.1,78
PROD925,2020-09-11,40.1,77
PROD926,2020-09-18,76.6,90
PROD927,2020-09-21,11.7,99
PROD928,2020-09-25,62.0,64
PROD929,2020-09-29,57.7,57
PROD930,2020-09-30,83.6,14
PROD931,2020-10-01,48.4,4
PROD932,2020-10-09,1.6,55
PROD933,2020-10-16,35.7,15
PROD934,2020-10-17,58.3,65
PROD935,2020-11-01,8.8,81
PROD936,2020-11-04,70.0,100
PROD937,2020-11-05,98.0,44
PROD938,2020-11-05,47.8,83
PROD939,2020-11-06,16.4,8
PROD940,2020-11-09,99.3,67
PROD941,2020-11-12,25.7,23
PROD942,2020-11-13,44.7,65
PROD943,2020-11-14,71.5,69
PROD944,2020-11-17,96.9,100
PROD945,2020-11-22,89.2,66
PROD946,2020-12-03,73.2,33
PROD947,2020-12-03,64.8,13
PROD948,2020-12-04,13.1,7
PROD949,2020-12-06,7.5,37
PROD950,2020-12-09,43.8,82
PROD951,2020-12-13,15.3,14
PROD952,2020-12-14,47.2,62
PROD953,2020-12-17,89.2,64
PROD954,2020-12-18,16.0,14
PROD955,2020-12-19,7.5,75
PROD956,2020-12-27,60.4,80
PROD957,2020-12-28,63.7,85
PROD958,2021-01-04,95.7,10
PROD959,2021-01-04,53.8,23
PROD960,2021-01-06,52.3,41
PROD961,2021-01-19,91.7,25
PROD962,2021-01-22,67.6,79
PROD963,2021-01-25,28.4,18
PROD964,2021-01-28,36.2,93
PROD965,2021-01-29,15.6,31
PROD966,2021-01-29,46.7,12
PROD967,2021-01-31,35.6,51
PROD968,2021-02-02,49.7,75
PROD969,2021-02-10,32.0,19
PROD970,2021-02-19,3.8,50
PROD971,2021-03-05,38.9,75
PROD972,2021-03-11,7.1,71
PROD973,2021-03-15,11.1,79
PROD974,2021-04-02,64.6,74
PROD975,2021-04-03,28.2,66
PROD976,2021-04-04,38.4,21
PROD977,2021-04-05,78.2,43
PROD978,2021-04-17,99.5,70
PROD979,2021-04-29,14.7,57
PROD980,2021-04-30,47.3,19
PROD981,2021-05-02,86.1,8
PROD982,2021-05-02,94.3,28
PROD983,2021-05-03,55.0,26
PROD984,2021-05-03,56.6,100
PROD985,2021-05-10,97.1,45
PROD986,2021-05-14,88.7,23
PROD987,2021-05-28,79.4,37
PROD988,2021-05-29,32.9,6
PROD989,2021-06-13,67.2,38
PROD990,2021-06-14,72.6,63
PROD991,2021-06-15,72.3,35
PROD992,2021-06-24,47.8,30
PROD993,2021-07-02,39.8,67
PROD994,2021-07-03,95.6,75
PROD995,2021-07-08,51.2,33
PROD996,2021-07-21,86.3,69
PROD997,2021-08-01,80.1,77
PROD998,2021-08-01,79.1,57
PROD999,2021-08-02,55.9,95
PROD1000,2021-08-02,65.2,9
PROD1001,2021-08-03,78.9,12
PROD1002,2021-08-06,15.6,65
PROD1003,2021-08-09,25.1,7
PROD1004,2021-08-13,62.8,75
PROD1005,2021-08-17,13.4,94
PROD1006,2021-08-26,66.7,46
PROD1007,2021-08-29,76.0,91
PROD1008,2021-08-31,38.0,55
PROD1009,2021-09-03,80.4,76
PROD1010,2021-09-03,96.2,76
PROD1011,2021-09-11,67.3,76
PROD1012,2021-09-12,88.4,12
PROD1013,2021-09-25,90.2,45
PROD1014,2021-09-26,12.7,60
PROD1015,2021-10-12,78.2,38
PROD1016,2021-10-18,51.6,42
PROD1017,2021-10-19,20.3,75
PROD1018,2021-10-19,79.3,5
PROD1019,2021-10-20,11.1,29
PROD1020,2021-10-20,19.4,64
PROD1021,2021-10-24,58.8,7
PROD1022,2021-10-28,17.9,13
PROD1023,2021-10-29,81.1,55
PROD1024,2021-10-31,98.1,73
PROD1025,2021-11-07,15.4,33
PROD1026,2021-11-10,97.3,30
PROD1027,2021-11-11,67.6,32
PROD1028,2021-11-15,57.8,20
PROD1029,2021-11-23,74.7,67
PROD1030,2021-11-29,81.7,22
PROD1031,2021-12-01,45.9,72
PROD1032,2021-12-02,70.4,84
PROD1033,2021-12-07,39.8,81
PROD1034,2021-12-07,69.7,91
PROD1035,2021-12-21,10.5,19
PROD1036,2021-12-21,22.6,76
PROD1037,2021-12-25,12.4,97
PROD1038,2021-12-26,81.6,55
PROD1039,2021-12-28,58.7,38
PROD1040,2022-01-04,25.1,91
PROD1041,2022-01-10,0.5,9
PROD1042,2022-01-11,68.1,85
PROD1043,2022-01-14,69.3,41
PROD1044,2022-01-15,30.0,67
PROD1045,2022-01-19,59.6,41
PROD1046,2022-01-20,85.9,38
PROD1047,2022-01-22,44.9,75
PROD1048,2022-02-05,97.0,70
PROD1049,2022-02-07,58.2,32
PROD1050,2022-02-11,11.3,32
PROD1051,2022-02-12,35.9,0
PROD1052,2022-02-20,2.5,63
PROD1053,2022-02-21,21.7,9
PROD1054,2022-02-28,87.1,79
PROD1055,2022-02-28,80.1,15
PROD1056,2022-03-06,40.6,42
PROD1057,2022-03-07,54.4,87
PROD1058,2022-03-08,56.0,0
PROD1059,2022-03-10,42.2,79
PROD1060,2022-03-15,90.1,39
PROD1061,2022-03-17,69.1,40
PROD1062,2022-03-24,46.6,93
PROD1063,2022-03-25,78.5,3
PROD1064,2022-03-25,62.4,73
PROD1065,2022-03-29,95.0,39
PROD1066,2022-03-31,92.3,17
PROD1067,2022-03-31,53.5,92
PROD1068,2022-04-03,76.4,37
PROD1069,2022-04-04,14.0,44
PROD1070,2022-04-05,32.1,15
PROD1071,2022-04-07,13.3,5
PROD1072,2022-04-15,57.0,77
PROD1073,2022-04-17,90.3,71
PROD1074,2022-04-29,77.6,61
PROD1075,2022-05-01,83.0,32
PROD1076,2022-05-02,84.9,36
PROD1077,2022-05-12,25.9,87
PROD1078,2022-05-17,93.7,77
PROD1079,2022-05-22,43.3,75
PROD1080,2022-05-23,92.7,44
PROD1081,2022-05-23,19.2,52
PROD1082,2022-05-24,38.7,88
PROD1083,2022-06-02,22.0,71
PROD1084,2022-06-18,99.7,47
PROD1085,2022-06-20,30.4,45
PROD1086,2022-06-24,53.3,9
PROD1087,2022-07-02,1.4,45
PROD1088,2022-07-13,21.0,59
PROD1089,2022-07-17,83.3,51
PROD1090,2022-07-20,28.3,24
PROD1091,2022-07-21,88.4,28
PROD1092,2022-07-29,25.0,85
PROD1093,2022-08-06,95.1,75
PROD1094,2022-08-18,7.5,55
PROD1095,2022-08-21,99.7,26
PROD1096,2022-08-31,24.1,34
PROD1097,2022-09-04,91.6,27
PROD1098,2022-09-09,52.4,77
PROD1099,2022-09-11,18.6,75
PROD1100,2022-10-05,9.1,35
PROD1101,2022-10-11,84.6,74
PROD1102,2022-10-12,25.5,29
PROD1103,2022-10-19,40.9,65
PROD1104,2022-10-26,71.2,74
PROD1105,2022-10-26,28.8,50
PROD1106,2022-11-05,92.5,56
PROD1107,2022-11-17,95.9,33
PROD1108,2022-11-22,35.0,24
PROD1109,2022-11-23,26.6,0
PROD1110,2022-11-28,91.2,3
PROD1111,2022-12-04,43.2,90
PROD1112,2022-12-04,75.4,58
PROD1113,2022-12-06,98.2,23
PROD1114,2022-12-08,68.7,41
PROD1115,2022-12-08,27.2,83
PROD1116,2022-12-10,7.8,7
PROD1117,2022-12-12,72.3,14
PROD1118,2022-12-20,90.6,77
PROD1119,2022-12-22,76.1,42
PROD1120,2022-12-28,2.4,88
PROD1121,2022-12-31,31.4,59
PROD1122,2023-01-06,80.6,39
PROD1123,2023-01-10,46.8,15
PROD1124,2023-01-11,46.1,94
PROD1125,2023-01-18,71.1,43
PROD1126,2023-01-18,48.7,49
PROD1127,2023-01-25,34.0,20
PROD1128,2023-01-25,85.8,91
PROD1129,2023-02-05,82.7,6
PROD1130,2023-02-06,12.9,40
PROD1131,2023-02-06,83.6,29
PROD1132,2023-02-12,18.2,45
PROD1133,2023-02-22,96.8,93
PROD1134,2023-02-23,33.6,53
PROD1135,2023-03-01,8.6,57
PROD1136,2023-03-01,18.9,40
PROD1137,2023-03-08,84.7,56
PROD1138,2023-03-08,63.5,63
PROD1139,2023-03-08,80.6,96
PROD1140,2023-03-09,75.7,70
PROD1141,2023-03-13,46.3,95
PROD1142,2023-03-15,46.7,55
PROD1143,2023-03-17,16.0,94
PROD1144,2023-03-18,5.1,26
PROD1145,2023-03-18,86.7,90
PROD1146,2023-03-20,98.2,69
PROD1147,2023-03-24,37.5,39
PROD1148,2023-03-26,18.5,3
PROD1149,2023-03-27,15.3,64
PROD1150,2023-04-02,36.7,54
PROD1151,2023-04-09,31.4,3
PROD1152,2023-04-11,91.8,13
PROD1153,2023-04-14,28.6,88
PROD1154,2023-04-22,76.5,98
PROD1155,2023-04-23,68.7,37
PROD1156,2023-04-24,86.7,29
PROD1157,2023-04-27,97.3,32
PROD1158,2023-04-29,38.7,94
PROD1159,2023-05-03,72.4,87
PROD1160,2023-05-04,30.7,72
PROD1161,2023-05-25,21.3,69
PROD1162,2023-05-25,29.2,75
PROD1163,2023-06-18,99.7,21
PROD1164,2023-06-19,9.5,70
PROD1165,2023-06-19,63.2,27
PROD1166,2023-06-20,94.8,95
PROD1167,2023-06-30,35.4,35
PROD1168,2023-06-30,1.1,27
PROD1169,2023-07-09,8.7,21
PROD1170,2023-07-13,26.5,85
PROD1171,2023-07-14,58.1,42
PROD1172,2023-07-24,99.2,100
PROD1173,2023-07-24,90.3,28
PROD1174,2023-08-05,66.6,36
PROD1175,2023-08-10,55.2,96
PROD1176,2023-09-09,21.5,6
PROD1177,2023-09-19,97.2,88
PROD1178,2023-09-23,83.4,78
PROD1179,2023-09-25,41.5,79
PROD1180,2023-09-30,61.1,18
PROD1181,2023-10-04,45.5,94
PROD1182,2023-10-04,83.9,16
PROD1183,2023-10-08,15.0,50
PROD1184,2023-10-09,17.9,77
PROD1185,2023-10-15,44.5,43
PROD1186,2023-10-24,97.3,38
PROD1187,2023-10-24,5.4,54
PROD1188,2023-10-26,75.3,58
PROD1189,2023-10-28,66.5,56
PROD1190,2023-11-05,98.4,47
PROD1191,2023-11-06,51.4,10
PROD1192,2023-11-11,67.9,60
PROD1193,2023-11-13,90.9,18
PROD1194,2023-11-14,92.4,65
PROD1195,2023-11-20,26.0,76
PROD1196,2023-12-07,40.0,91
PROD1197,2023-12-22,90.4,20
PROD1198,2023-12-23,89.1,66
PROD1199,2023-12-28,27.0,72
PROD1200,2023-12-31,94.9,79
